id;companyid;containerid;createdat;customer;displayid;engineid;enginename;enginetype;extrainfo;integrated;integrationid;istest;ordertiming;ordertype;saleschannel;scheduledat;status;preparationtime;takeouttimeinseconds;totalamount;updatedat;version
1727;DH69MEN3SH;JFPGWXB0;2024-12-07 21:22:00;28;D4J6NS;R5OJLY;DirectOrder;APP;Não informado;False;9464;False;SCHEDULED;TAKEOUT;ANOTAAI;2024-12-09 08:22:00;CONFIRMED;61;3405;34.98;2024-12-08 05:10:00;v2.6.7
772;I0H5X19BBD;M5KAW8JM;2024-12-08 00:47:00;958;HJPN5H;YEK8GV;DirectOrder;POS;Possimus nulla occaecati.;False;1078;False;SCHEDULED;TAKEOUT;99FOOD;2024-12-10 09:47:00;CONCLUDED;41;2946;93.94;2024-12-08 05:54:00;v3.6.1
491;F5179N1UJY;PM7U4AKU;2024-12-08 03:19:00;638;NQHNVO;XWCRRO;IfoodBridge;APP;Quia ea voluptate ab voluptatem id quae maxime.;True;4054;False;IMMEDIATE;DELIVERY;EPADOCA;2024-12-08 03:19:00;PENDING;82;2571;55.78;2024-12-08 08:47:00;v3.6.6
358;KT7E0U5NTH;8GIH8XW2;2024-12-08 03:34:00;69;TOZO6V;LOWJBV;IfoodBridge;POS;Não informado;False;7140;False;IMMEDIATE;INDOOR;DELIVERYVIP;2024-12-08 03:34:00;CANCELED;80;1816;76.21;2024-12-08 06:25:00;v2.9.1
1335;YSZZI9KNOE;R9U3PFJO;2024-12-08 03:37:00;668;UYVLZJ;A09R06;DirectOrder;WEB;Nobis non nam maiores dignissimos.;False;1063;False;IMMEDIATE;DELIVERY;DELIVERYVIP;2024-12-08 03:37:00;PLACED;82;390;82.8;2024-12-08 16:04:00;v3.6.1
841;SH4FFHRRI0;1X5IL2OD;2024-12-08 04:01:00;432;XMXM7L;RTNSN1;DirectOrder;WEB;Não informado;True;6799;False;SCHEDULED;DELIVERY;ANOTAAI;2024-12-10 00:01:00;CONFIRMED;54;1777;30.25;2024-12-08 18:14:00;v1.8.6
1913;NP6WS3ZEQ6;1Z0ERYX8;2024-12-08 06:54:00;448;5EI0CE;EBGGO8;DirectOrder;WEB;Não informado;True;4581;False;SCHEDULED;INDOOR;EPADOCA;2024-12-10 06:54:00;PENDING;50;1763;69.94;2024-12-08 08:53:00;v3.4.7
1480;MEO5UA5ER5;Q42PKDPK;2024-12-08 08:44:00;844;5BVS87;03MZSB;DirectOrder;POS;Fugiat itaque dolores doloremque autem.;True;7342;False;SCHEDULED;DELIVERY;EPADOCA;2024-12-09 14:44:00;CANCELED;58;3534;81.38;2024-12-09 02:16:00;v1.2.6
762;40FIXZPTYX;RFUUVNV2;2024-12-08 09:04:00;158;95VRTW;8IJFS1;CannoliEngine;WEB;Não informado;False;5196;False;IMMEDIATE;TAKEOUT;IFOOD;2024-12-08 09:04:00;CONCLUDED;41;1556;73.96;2024-12-08 17:05:00;v1.7.7
854;B4NRCHX8X7;FSCNJHA6;2024-12-08 13:42:00;434;DZBYHS;OB5N1N;KDSPro;WEB;Não informado;False;6597;False;IMMEDIATE;INDOOR;99FOOD;2024-12-08 13:42:00;PENDING;75;1120;64.78;2024-12-09 08:16:00;v3.2.3
1838;8BVPNCFG7P;4C3PACWQ;2024-12-08 15:09:00;765;DMYYQG;116QQ2;KDSPro;POS;Não informado;True;2562;False;IMMEDIATE;INDOOR;EPADOCA;2024-12-08 15:09:00;DISPATCHED;38;2253;20.33;2024-12-09 01:10:00;v1.5.3
329;C1EFC5TM1M;TCH20SNS;2024-12-08 15:12:00;125;TGF7DI;VZGZU2;KDSPro;APP;Eius iusto officia earum ab quia.;False;1315;False;SCHEDULED;DELIVERY;IFOOD;2024-12-09 02:12:00;DISPATCHED;56;2295;44.18;2024-12-08 15:51:00;v3.1.0
1084;BGD7HU5PFS;MHN5O4I4;2024-12-08 17:23:00;518;HN5ZB9;XCZPLE;IfoodBridge;APP;Soluta voluptatem quasi quos veritatis ex cum.;True;5803;False;SCHEDULED;DELIVERY;EPADOCA;2024-12-11 01:23:00;PENDING;54;2074;69.22;2024-12-08 22:29:00;v2.0.9
1978;DJIA5AVQ42;DUNH4WQY;2024-12-08 19:40:00;638;W8YOVA;3D23FC;IfoodBridge;WEB;Ullam ipsam molestias ipsam voluptatem numquam expedita.;True;9684;False;IMMEDIATE;INDOOR;EPADOCA;2024-12-08 19:40:00;PENDING;86;3545;144.11;2024-12-08 21:15:00;v2.8.7
1731;I65BCEL41H;LY49QEF8;2024-12-08 23:07:00;449;ADQCMV;TP4SDA;DirectOrder;APP;Porro magni dicta mollitia.;False;6922;False;IMMEDIATE;TAKEOUT;WHATSAPP;2024-12-08 23:07:00;PENDING;51;1096;142.11;2024-12-09 08:39:00;v1.4.9
331;P6RD76F83E;822L8UZL;2024-12-09 01:55:00;397;N25DX2;JAS0S3;CannoliEngine;WEB;Impedit modi dolorum.;True;5476;False;SCHEDULED;DELIVERY;IFOOD;2024-12-09 11:55:00;DISPATCHED;83;1689;46.36;2024-12-09 09:28:00;v3.1.9
1737;TLSSWZ0KKT;I7ZC9TPP;2024-12-09 05:26:00;660;QQK2FT;4T2X9J;KDSPro;APP;Não informado;False;2915;False;SCHEDULED;TAKEOUT;EPADOCA;2024-12-10 01:26:00;CONFIRMED;74;3416;35.35;2024-12-09 06:44:00;v1.4.4
266;0IKJJE6USF;OQKIR8EJ;2024-12-09 06:10:00;810;7FA9BD;YAVCXA;KDSPro;APP;Não informado;True;8670;False;IMMEDIATE;TAKEOUT;SITE;2024-12-09 06:10:00;DISPATCHED;26;354;37.92;2024-12-09 12:46:00;v2.3.4
47;R1L7KENH3I;6WTL0OC7;2024-12-09 19:38:00;29;HKHBED;BPBX2X;KDSPro;WEB;Não informado;True;1672;False;IMMEDIATE;DELIVERY;99FOOD;2024-12-09 19:38:00;CANCELED;77;1055;140.02;2024-12-10 07:34:00;v2.1.7
471;FRODQ4AKM9;EAD0SRIA;2024-12-09 21:51:00;852;JW44QD;ZNX80E;DirectOrder;WEB;Quae aliquam quas repudiandae.;True;2607;False;SCHEDULED;TAKEOUT;EPADOCA;2024-12-12 20:51:00;CANCELED;50;2500;45.91;2024-12-10 06:51:00;v3.3.3
1216;5UA81ZEPFQ;SFQI0ODH;2024-12-10 00:15:00;465;46VZDH;QJMF6M;CannoliEngine;POS;Expedita doloribus at quaerat aliquam ipsa doloremque.;True;7034;False;IMMEDIATE;TAKEOUT;ANOTAAI;2024-12-10 00:15:00;CONFIRMED;83;1988;37.25;2024-12-10 07:08:00;v3.6.6
1682;3YWZ3OVQLA;KABM0WCB;2024-12-10 05:03:00;649;K8FLRJ;YKCBT0;CannoliEngine;WEB;Doloribus magnam ullam dolor magni.;False;5183;False;IMMEDIATE;INDOOR;IFOOD;2024-12-10 05:03:00;DISPATCHED;11;1591;89.39;2024-12-10 22:38:00;v1.0.0
986;ZLS49DLDGX;2JAVHXQL;2024-12-10 13:41:00;280;9T274O;O1HPGR;CannoliEngine;POS;Não informado;False;8808;False;SCHEDULED;TAKEOUT;ANOTAAI;2024-12-12 06:41:00;CANCELED;29;3595;74.84;2024-12-10 21:28:00;v2.2.1
1028;9KXX4Z4HHD;I8QMVK8X;2024-12-10 14:59:00;288;N2TDLW;0DLL3I;KDSPro;POS;Laborum natus earum voluptates ipsam doloremque.;True;2447;False;IMMEDIATE;TAKEOUT;EPADOCA;2024-12-10 14:59:00;PLACED;56;1611;138.14;2024-12-10 20:49:00;v2.2.0
1680;P5GWF41VSV;M2KAEC4E;2024-12-10 17:41:00;2;287AXO;0LBR42;CannoliEngine;POS;Possimus eveniet sed.;False;2919;False;IMMEDIATE;DELIVERY;99FOOD;2024-12-10 17:41:00;DISPATCHED;90;2473;66.45;2024-12-11 08:05:00;v2.5.3
1944;ZV1PIXR16E;2R9UUMTH;2024-12-10 23:38:00;275;OJ2P7X;15JBGV;DirectOrder;WEB;Não informado;True;4991;False;SCHEDULED;TAKEOUT;DELIVERYVIP;2024-12-13 01:38:00;PLACED;81;587;42.11;2024-12-11 02:35:00;v1.2.5
1059;H78CC6RI3D;YV6P190H;2024-12-11 02:31:00;609;O3A80P;685HK6;DirectOrder;APP;Mollitia deleniti ab repudiandae aspernatur sed.;True;5113;False;IMMEDIATE;INDOOR;SITE;2024-12-11 02:31:00;CANCELED;21;601;32.03;2024-12-11 08:43:00;v1.0.3
1754;XMZDCE3EZF;8WFGCMRT;2024-12-11 14:34:00;518;98MT1G;7T2MX5;DirectOrder;WEB;Não informado;False;2949;False;SCHEDULED;INDOOR;IFOOD;2024-12-13 08:34:00;CONFIRMED;75;960;88.56;2024-12-12 00:19:00;v3.7.0
1533;D9ADK6H6UM;G0LZBWRV;2024-12-12 00:10:00;975;N84XYB;H02AQB;CannoliEngine;WEB;Labore quisquam corporis dolor aspernatur a.;True;3566;True;SCHEDULED;DELIVERY;ANOTAAI;2024-12-12 16:10:00;DISPATCHED;53;3521;73.62;2024-12-12 04:31:00;v2.9.2
1871;MWRAPI6US6;Y0VF30E3;2024-12-12 01:31:00;230;HVW2LW;HRBGDZ;IfoodBridge;POS;Não informado;False;1503;False;SCHEDULED;TAKEOUT;ANOTAAI;2024-12-14 18:31:00;DISPATCHED;11;1675;57.86;2024-12-12 08:54:00;v3.2.4
1463;8KA2KEW1LV;O5J5N0S5;2024-12-12 10:33:00;348;YD4AKA;6PUWVS;IfoodBridge;WEB;Não informado;True;6390;False;SCHEDULED;TAKEOUT;EPADOCA;2024-12-13 09:33:00;CONCLUDED;65;3389;65.51;2024-12-12 12:24:00;v1.3.7
893;66OHK3RAZD;KN5Z1LYH;2024-12-12 11:47:00;49;BW53JI;20K13Y;DirectOrder;POS;Não informado;True;2717;False;SCHEDULED;TAKEOUT;IFOOD;2024-12-12 13:47:00;PLACED;57;365;88.86;2024-12-12 21:32:00;v3.6.5
912;55M6K3L689;LGZPJC57;2024-12-12 15:09:00;71;Q2VCB9;3UKWQ7;IfoodBridge;WEB;Não informado;True;2247;False;IMMEDIATE;TAKEOUT;WHATSAPP;2024-12-12 15:09:00;PENDING;37;2957;74.31;2024-12-12 15:36:00;v1.0.9
506;QPIF6EYYNY;PMP6SD44;2024-12-12 17:43:00;482;BM4YMI;0JRZH5;IfoodBridge;WEB;Não informado;False;8514;False;IMMEDIATE;DELIVERY;WHATSAPP;2024-12-12 17:43:00;DISPATCHED;6;2007;29.79;2024-12-12 18:20:00;v3.5.9
1175;WJSGDTVGEK;FJPTPC1C;2024-12-12 22:01:00;46;BWYMAX;4JWD6W;KDSPro;APP;Não informado;False;2050;False;IMMEDIATE;TAKEOUT;SITE;2024-12-12 22:01:00;CONFIRMED;65;816;57.19;2024-12-13 16:28:00;v1.7.8
374;CYCR95N28K;XOSJVSV7;2024-12-12 23:21:00;224;MERND5;7GHX66;DirectOrder;POS;Aspernatur alias consequuntur dolores.;False;7176;False;IMMEDIATE;INDOOR;DELIVERYVIP;2024-12-12 23:21:00;CONFIRMED;50;771;106.72;2024-12-13 14:42:00;v1.9.5
205;5X34BXK25P;WI6RU4BJ;2024-12-13 00:29:00;935;NDMV05;G3UQKB;CannoliEngine;APP;Dolore praesentium facere at facere maxime deserunt.;True;9182;False;SCHEDULED;DELIVERY;99FOOD;2024-12-13 04:29:00;PENDING;70;3580;113.64;2024-12-13 02:11:00;v3.7.7
644;U2WC65PTNY;89V8VYGV;2024-12-13 02:49:00;727;YE4P4V;PC985J;DirectOrder;POS;Debitis doloremque iusto vero tenetur velit.;False;7709;False;IMMEDIATE;INDOOR;ANOTAAI;2024-12-13 02:49:00;PENDING;55;547;96.71;2024-12-13 22:49:00;v2.0.1
701;ZHAFOI6ZVQ;F0B69835;2024-12-13 03:11:00;701;AHINS1;9UKBA2;KDSPro;APP;Consectetur provident cupiditate facilis numquam corrupti.;False;4260;False;IMMEDIATE;DELIVERY;WHATSAPP;2024-12-13 03:11:00;PENDING;86;2551;44.19;2024-12-13 08:31:00;v1.3.8
620;IYZJ3ZFAYG;9RXB814Z;2024-12-13 04:24:00;184;R012X3;NCZ2ZM;IfoodBridge;POS;Não informado;True;3912;False;IMMEDIATE;DELIVERY;EPADOCA;2024-12-13 04:24:00;PLACED;22;1705;47.79;2024-12-13 21:18:00;v1.1.7
277;07KF1EJ5Y3;VOZ36DV7;2024-12-13 11:20:00;978;ZOBIZ0;B77UQN;CannoliEngine;POS;Não informado;True;3931;False;SCHEDULED;DELIVERY;IFOOD;2024-12-15 22:20:00;PENDING;87;1083;43.7;2024-12-13 12:22:00;v3.6.4
959;H2TWLLJUE0;RU90S77F;2024-12-13 12:12:00;772;DZL5L3;V7724N;DirectOrder;WEB;Não informado;False;6681;False;IMMEDIATE;DELIVERY;SITE;2024-12-13 12:12:00;CONCLUDED;49;2764;45.96;2024-12-13 12:27:00;v3.2.5
195;DDT8YK4CUC;6JZMNRPN;2024-12-13 20:36:00;502;UZFHQD;R0BKN8;KDSPro;POS;Ducimus explicabo eligendi inventore.;True;8280;True;SCHEDULED;INDOOR;ANOTAAI;2024-12-14 14:36:00;CONFIRMED;84;3013;17.85;2024-12-14 09:19:00;v1.3.0
500;8L8GAU1Y2J;EDV3L2AF;2024-12-14 02:47:00;873;0YVSI8;WG0INP;CannoliEngine;WEB;Não informado;True;7072;False;SCHEDULED;DELIVERY;SITE;2024-12-14 08:47:00;CONFIRMED;23;1510;37.28;2024-12-14 16:15:00;v3.1.7
776;RZ9OQ8YEKZ;YZ7W2G0V;2024-12-14 09:27:00;736;02T3BM;6PE3XH;KDSPro;APP;Não informado;False;9476;False;IMMEDIATE;TAKEOUT;WHATSAPP;2024-12-14 09:27:00;PENDING;13;204;155.92;2024-12-14 22:22:00;v3.9.9
921;FIKBM92IX2;N92TGWXL;2024-12-14 18:39:00;429;XKM6YT;4XMGKM;KDSPro;APP;Não informado;False;7440;False;IMMEDIATE;INDOOR;ANOTAAI;2024-12-14 18:39:00;PENDING;27;3212;27.35;2024-12-15 00:14:00;v2.4.0
822;BKTPYHJ67A;WHMXQRVG;2024-12-14 21:38:00;151;S4N981;8TJLNX;DirectOrder;POS;Não informado;True;3779;False;IMMEDIATE;TAKEOUT;SITE;2024-12-14 21:38:00;DISPATCHED;82;154;63.07;2024-12-15 05:25:00;v3.8.8
1130;IFWRLP06XV;1G7MJ8JD;2024-12-14 22:25:00;369;2TM00F;UHOPIY;CannoliEngine;WEB;Não informado;True;5386;False;SCHEDULED;INDOOR;ANOTAAI;2024-12-16 16:25:00;PENDING;68;2743;65.07;2024-12-15 05:28:00;v1.1.6
1239;1USWRF2LMC;NFGPKKQ2;2024-12-14 23:26:00;556;D6YECY;FRSMZX;CannoliEngine;POS;Ratione perspiciatis numquam praesentium nisi totam unde quis.;False;7628;False;SCHEDULED;TAKEOUT;IFOOD;2024-12-15 14:26:00;PLACED;45;953;61.75;2024-12-15 13:11:00;v1.4.8
293;4JC7MOG4Z2;06CGMD2S;2024-12-15 03:03:00;985;0S5K1A;PU975F;IfoodBridge;POS;Expedita adipisci voluptas quaerat alias ullam.;True;7230;False;SCHEDULED;DELIVERY;ANOTAAI;2024-12-15 07:03:00;PENDING;56;1580;19.19;2024-12-15 16:08:00;v1.8.1
83;EH2Y205KH0;405CRZET;2024-12-15 03:09:00;112;VLLBTX;JUVRM2;DirectOrder;POS;Não informado;False;6000;False;SCHEDULED;INDOOR;SITE;2024-12-17 11:09:00;CONCLUDED;63;2369;31.86;2024-12-15 13:16:00;v3.9.8
1291;UXJ32CPNMC;R33D6E9E;2024-12-15 17:11:00;911;YBTE6Z;RX3RBE;KDSPro;APP;Officiis dignissimos soluta.;False;1929;False;SCHEDULED;DELIVERY;ANOTAAI;2024-12-15 19:11:00;DISPATCHED;21;988;112.48;2024-12-16 05:59:00;v2.8.9
1715;87N7TMBGYO;IP5Y830K;2024-12-15 17:24:00;559;S06HU5;L0FMOJ;KDSPro;WEB;Não informado;True;8454;False;IMMEDIATE;TAKEOUT;DELIVERYVIP;2024-12-15 17:24:00;CONFIRMED;72;3476;69.92;2024-12-15 18:07:00;v3.4.3
1723;NGKL160QD1;TO9WXUKE;2024-12-15 18:58:00;447;X8NRSV;J8JGOI;DirectOrder;POS;Não informado;True;1151;False;SCHEDULED;TAKEOUT;WHATSAPP;2024-12-17 00:58:00;CONCLUDED;43;1178;74.17;2024-12-16 07:32:00;v3.4.0
756;A9656VHWZF;G582BL91;2024-12-15 21:09:00;278;R4L1D7;KADC5R;KDSPro;POS;Não informado;True;3249;False;IMMEDIATE;TAKEOUT;IFOOD;2024-12-15 21:09:00;PENDING;65;1344;17.66;2024-12-15 21:23:00;v1.5.3
871;UGD4QCKKEX;8RXICRFI;2024-12-16 04:37:00;301;0QE8ZZ;326XX1;CannoliEngine;APP;Não informado;False;9661;False;SCHEDULED;INDOOR;DELIVERYVIP;2024-12-17 13:37:00;CONFIRMED;82;875;26.78;2024-12-16 23:06:00;v3.9.7
1670;JIX7UC5G0N;I0LZKXKS;2024-12-16 07:33:00;836;ENZNA2;RXDGZT;KDSPro;POS;Não informado;True;8976;False;SCHEDULED;DELIVERY;EPADOCA;2024-12-17 00:33:00;PENDING;45;2014;113.55;2024-12-16 14:18:00;v1.6.2
10;33DC5SGGCE;UDDVA3PQ;2024-12-16 09:27:00;350;PYH5H2;O5LTG6;IfoodBridge;APP;Não informado;False;6282;False;SCHEDULED;DELIVERY;SITE;2024-12-17 22:27:00;PLACED;51;1062;48.1;2024-12-17 01:56:00;v1.2.1
1456;BHQC711UXW;QC1TC51G;2024-12-16 20:42:00;282;J0N64C;N1935W;IfoodBridge;APP;Não informado;True;1805;False;IMMEDIATE;TAKEOUT;IFOOD;2024-12-16 20:42:00;PENDING;53;1300;20.82;2024-12-17 06:02:00;v1.9.5
137;FATLY4W3WE;SPB4SCAA;2024-12-16 22:11:00;471;J7HEKD;ZE9ZWV;IfoodBridge;POS;Não informado;True;1346;False;SCHEDULED;TAKEOUT;99FOOD;2024-12-17 02:11:00;PENDING;63;3144;85.34;2024-12-17 12:06:00;v2.9.5
1684;P22WCRNBZK;3Z4IKWWK;2024-12-17 07:10:00;49;QQC1EX;7ZQRTD;IfoodBridge;POS;Não informado;False;1676;False;IMMEDIATE;TAKEOUT;DELIVERYVIP;2024-12-17 07:10:00;CANCELED;16;1316;26.68;2024-12-17 16:53:00;v3.5.8
101;HUGT7SAYQN;92T2KRYN;2024-12-17 07:24:00;714;LAF0PH;6EEG9N;KDSPro;POS;Não informado;False;3263;False;SCHEDULED;DELIVERY;ANOTAAI;2024-12-18 06:24:00;DISPATCHED;44;3142;30.66;2024-12-17 07:49:00;v1.5.0
6;XF32XPMU6N;NGNJYJIK;2024-12-17 14:54:00;463;WS9UVN;MIXWGY;KDSPro;APP;Não informado;True;1550;False;SCHEDULED;INDOOR;99FOOD;2024-12-18 07:54:00;CONFIRMED;68;1689;51.42;2024-12-18 09:12:00;v2.8.3
1526;N9C04EDDHO;0E7FR6GK;2024-12-17 20:45:00;919;D451KD;GUUQE5;DirectOrder;WEB;Não informado;True;4319;False;IMMEDIATE;INDOOR;SITE;2024-12-17 20:45:00;DISPATCHED;75;397;92.75;2024-12-18 09:47:00;v2.5.9
1579;CCZ90UAG5S;FHTT0RBK;2024-12-18 00:07:00;984;PAFV6T;4RRYV9;KDSPro;WEB;Não informado;True;5140;False;SCHEDULED;TAKEOUT;ANOTAAI;2024-12-19 03:07:00;CANCELED;82;834;76.53;2024-12-18 16:35:00;v3.7.0
918;PV95UCFHZK;ELAA1ZUY;2024-12-18 04:58:00;392;VHMCSH;75UUI1;KDSPro;APP;Quas molestias eaque dolorem amet.;False;3757;False;IMMEDIATE;DELIVERY;ANOTAAI;2024-12-18 04:58:00;DISPATCHED;27;1726;44.29;2024-12-18 21:07:00;v3.4.3
468;27LIH6D07C;PG590WBK;2024-12-18 05:29:00;482;P48N7P;KQK173;CannoliEngine;WEB;Não informado;True;8826;False;IMMEDIATE;TAKEOUT;DELIVERYVIP;2024-12-18 05:29:00;CONCLUDED;66;479;100.12;2024-12-18 19:34:00;v2.9.0
1750;VN5NDCN1WT;ULQZB0PO;2024-12-18 05:59:00;126;8BYVPJ;GXKVAP;CannoliEngine;APP;Não informado;False;7642;False;IMMEDIATE;INDOOR;DELIVERYVIP;2024-12-18 05:59:00;CONCLUDED;75;497;54.48;2024-12-18 16:32:00;v3.8.0
1365;5HUOSGPRSR;UEYT8NX3;2024-12-18 08:13:00;654;P4AGKY;5UMBAS;CannoliEngine;APP;Não informado;False;9687;False;SCHEDULED;TAKEOUT;ANOTAAI;2024-12-18 12:13:00;PLACED;90;1432;63.89;2024-12-18 18:51:00;v1.0.1
1081;A165E6G1SH;I7QUDJS6;2024-12-18 13:13:00;794;CK18O8;4NC75F;DirectOrder;WEB;Qui perspiciatis occaecati nobis laboriosam magni accusantium.;False;2955;False;SCHEDULED;INDOOR;DELIVERYVIP;2024-12-19 04:13:00;CANCELED;6;1113;77.0;2024-12-18 13:44:00;v1.5.4
1512;1UE1YD0KHV;X324KH38;2024-12-18 14:51:00;888;HSL1FG;DPQJ9U;CannoliEngine;APP;Não informado;True;7699;False;SCHEDULED;TAKEOUT;IFOOD;2024-12-21 05:51:00;PLACED;87;1942;56.06;2024-12-18 23:50:00;v1.3.9
18;0D48EGJ7A0;KLL5ZNLN;2024-12-19 00:30:00;39;CJ7XZY;0UQC4W;IfoodBridge;POS;Não informado;True;6461;False;IMMEDIATE;DELIVERY;DELIVERYVIP;2024-12-19 00:30:00;CONFIRMED;18;2092;98.13;2024-12-19 11:03:00;v2.1.1
710;JLTE032FYV;WUUW4W21;2024-12-19 01:05:00;129;ZWS4NG;692U1Z;DirectOrder;APP;Itaque quidem voluptate molestiae vitae.;False;5127;False;SCHEDULED;DELIVERY;DELIVERYVIP;2024-12-19 08:05:00;CANCELED;58;1566;135.82;2024-12-19 11:47:00;v2.0.0
1590;PT65MAYQ4S;3G4I7D3Y;2024-12-19 04:19:00;105;W5CUEY;P52OGX;KDSPro;POS;Não informado;True;4073;False;IMMEDIATE;DELIVERY;99FOOD;2024-12-19 04:19:00;PENDING;67;793;35.38;2024-12-19 05:45:00;v2.1.8
142;CDNXHBA14C;AZDYO04L;2024-12-19 06:10:00;253;YYEXBV;RT175S;DirectOrder;WEB;Não informado;False;7442;False;IMMEDIATE;TAKEOUT;EPADOCA;2024-12-19 06:10:00;PLACED;40;1102;61.22;2024-12-19 06:34:00;v2.0.5
1639;P7N2HKIEIX;6GC16FXZ;2024-12-19 08:50:00;651;SG72S8;KH0VRK;KDSPro;POS;Odit mollitia harum quibusdam.;False;9303;False;SCHEDULED;INDOOR;99FOOD;2024-12-20 02:50:00;PLACED;47;2171;56.42;2024-12-19 16:42:00;v2.2.7
1178;3U1Y90B687;0VJO0O4S;2024-12-19 09:31:00;596;Q5IHVZ;RO678G;IfoodBridge;APP;Não informado;True;4705;False;SCHEDULED;TAKEOUT;EPADOCA;2024-12-20 03:31:00;PLACED;9;916;30.65;2024-12-19 14:15:00;v3.0.7
1302;SOR55FFV0L;K4G8PAOY;2024-12-19 09:54:00;816;MTYSZ7;0N42FG;CannoliEngine;POS;Dignissimos dolor odit eos placeat nihil.;True;5163;False;SCHEDULED;DELIVERY;IFOOD;2024-12-21 23:54:00;CONFIRMED;81;2067;28.47;2024-12-19 13:56:00;v1.8.8
1563;JGVQP0RLOU;ZB7M204R;2024-12-19 13:54:00;875;RNQRSQ;ZFVCZ7;CannoliEngine;WEB;Não informado;True;1319;False;IMMEDIATE;TAKEOUT;EPADOCA;2024-12-19 13:54:00;DISPATCHED;26;3141;62.37;2024-12-20 01:36:00;v2.5.4
1092;KTAQ2Y3FPZ;PVVKUPJ8;2024-12-19 17:21:00;253;F4JDF0;0BJU3D;IfoodBridge;APP;Não informado;False;2540;False;SCHEDULED;DELIVERY;WHATSAPP;2024-12-20 05:21:00;CANCELED;81;162;65.79;2024-12-20 04:24:00;v2.3.6
614;G774695IA2;3O40A9Z1;2024-12-20 01:07:00;932;XED6AW;J4SCKS;CannoliEngine;WEB;Não informado;True;2837;False;SCHEDULED;DELIVERY;IFOOD;2024-12-22 13:07:00;DISPATCHED;23;3388;62.29;2024-12-20 14:51:00;v2.4.1
964;K1S6UNZF7U;8KEBXUKX;2024-12-20 09:53:00;137;M93IWU;G6RTRE;KDSPro;APP;Voluptatibus dolore quisquam at.;True;2790;False;IMMEDIATE;INDOOR;SITE;2024-12-20 09:53:00;DISPATCHED;33;830;74.5;2024-12-21 00:26:00;v1.7.8
269;T8X65Z3F1O;508DHJG0;2024-12-20 13:05:00;673;QG1L11;OKT6E5;KDSPro;APP;Est exercitationem fuga delectus dicta.;True;8445;False;IMMEDIATE;TAKEOUT;IFOOD;2024-12-20 13:05:00;CONCLUDED;12;3120;23.99;2024-12-20 16:21:00;v2.4.9
853;HD29Z8KPEM;7P6UHW1Q;2024-12-20 20:10:00;705;7T16U5;YEEUOQ;IfoodBridge;APP;Não informado;True;2837;False;SCHEDULED;TAKEOUT;99FOOD;2024-12-23 20:10:00;PENDING;90;2121;89.7;2024-12-20 20:51:00;v3.1.4
1475;ZTRV5JWL3Y;DOT9K37S;2024-12-20 20:13:00;356;LMGK1M;VK3DOJ;IfoodBridge;APP;Não informado;False;6209;True;IMMEDIATE;INDOOR;EPADOCA;2024-12-20 20:13:00;CONCLUDED;37;619;52.66;2024-12-21 09:17:00;v2.6.1
102;8XPD1F8PFX;RPHT28C8;2024-12-20 23:59:00;586;CFL1ZY;PEQVV4;DirectOrder;WEB;Eos totam odio.;True;5007;False;IMMEDIATE;TAKEOUT;SITE;2024-12-20 23:59:00;CANCELED;33;3155;44.86;2024-12-21 12:46:00;v3.3.3
368;NACPY7CMSC;NTHFZPGP;2024-12-21 08:13:00;941;NEMYTU;U583KZ;DirectOrder;WEB;Velit architecto tempora possimus soluta ex praesentium.;False;2225;False;SCHEDULED;DELIVERY;99FOOD;2024-12-22 20:13:00;PENDING;41;740;49.65;2024-12-21 23:00:00;v3.6.1
1976;AD3WPKB4XB;78L62BGH;2024-12-21 14:25:00;382;XA3LNI;7U8SD8;DirectOrder;POS;Não informado;True;7287;False;IMMEDIATE;TAKEOUT;99FOOD;2024-12-21 14:25:00;DISPATCHED;58;2063;42.96;2024-12-22 08:29:00;v1.2.9
1217;GOKMVL6A7K;MFDWLTRV;2024-12-21 14:55:00;978;GH2GJE;UHO6A9;IfoodBridge;WEB;Não informado;False;6548;False;SCHEDULED;INDOOR;ANOTAAI;2024-12-22 04:55:00;PENDING;85;2220;24.43;2024-12-21 22:22:00;v3.7.4
1279;GE17RCGFT3;Z0JHETY5;2024-12-21 20:58:00;804;8SCQTR;YTE1CW;IfoodBridge;POS;Laborum perferendis neque occaecati error.;True;3414;False;SCHEDULED;DELIVERY;99FOOD;2024-12-24 01:58:00;CANCELED;5;1870;104.77;2024-12-22 06:55:00;v3.9.5
288;DCU8895HXL;OJNBFAI6;2024-12-21 23:38:00;10;TP5PPN;OV3SYN;IfoodBridge;POS;Non vel ducimus nemo esse.;True;1569;False;IMMEDIATE;TAKEOUT;99FOOD;2024-12-21 23:38:00;CONCLUDED;17;1724;13.86;2024-12-22 00:29:00;v3.5.3
392;969M8FSZ4N;F15JDO35;2024-12-22 17:39:00;581;7NY16O;AHNMOQ;CannoliEngine;POS;Sit necessitatibus ab dolorum harum pariatur.;True;7921;False;SCHEDULED;TAKEOUT;SITE;2024-12-24 03:39:00;DISPATCHED;63;2397;57.87;2024-12-23 07:07:00;v2.9.3
1017;D6TLD858A5;EY2BA0ZY;2024-12-22 21:20:00;530;E8N5MB;M7WEU9;IfoodBridge;POS;Não informado;True;1775;False;IMMEDIATE;INDOOR;WHATSAPP;2024-12-22 21:20:00;DISPATCHED;40;1658;99.68;2024-12-22 23:40:00;v2.6.3
