id;segmentid;templateid;storeid;name;description;badge;type;status;isdefault;createdat;createdby;updatedat;updatedby
198;5;1970-01-01 00:00:00.000000198;8ZJSW5PQB5;Campanha Placeat QBVN;Corrupti nobis assumenda molestiae quos minima iusto.;Não informado;2;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2024-07-04 11:26:24;Não informado
199;154;1970-01-01 00:00:00.000000199;TGMALWVMB0;Campanha Magnam IDD0;Nobis a atque nemo repellat eos maiores odit cumque vitae quis.;seasonal;2;1970-01-01 00:00:00.000000004;False;;Não informado;2024-11-16 14:00:25;Não informado
200;155;1970-01-01 00:00:00.000000200;8YI340SQCN;Campanha Expedita F9W5;Enim consequuntur nostrum cum autem recusandae recusandae vel eius aliquam tempore adipisci quasi.;Não informado;1;1970-01-01 00:00:00.000000003;True;Não informado;Não informado;2024-10-20 10:57:11;Não informado
201;156;1970-01-01 00:00:00.000000201;PA8JX54PEG;Campanha Neque JKS4;Corporis unde sunt ex placeat corporis velit enim fugit rerum ipsum itaque quae.;loyalty;1;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2025-02-16 01:27:19;Não informado
202;157;1970-01-01 00:00:00.000000202;H7JYGSBOGK;Campanha Expedita AH2X;Soluta nihil sunt tempore distinctio ex quae mollitia quod quasi.;consumption;2;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2025-04-20 10:28:39;Não informado
203;158;1970-01-01 00:00:00.000000203;DIZHW0VQPV;Campanha Aperiam TRUM;Reprehenderit alias ea blanditiis voluptatum sequi ipsa consectetur eaque ab.;consumption;2;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2025-02-09 10:25:25;Não informado
204;159;1970-01-01 00:00:00.000000204;4RTGOOXUCR;Campanha Soluta 9C0T;Não informado;consumption;2;1970-01-01 00:00:00.000000003;True;;Não informado;2024-11-01 17:16:40;Não informado
205;160;1970-01-01 00:00:00.000000205;BWGMP9A9UR;Campanha Sapiente I7EV;Deleniti ex quo veritatis iusto officia illum quia dolor velit in quasi ad.;migration;1;1970-01-01 00:00:00.000000004;False;;Não informado;2025-03-01 02:52:33;Não informado
206;161;1970-01-01 00:00:00.000000206;9UGF10OO1P;Campanha Rerum VLND;Sunt optio modi in in architecto sequi dolores vero.;seasonal;2;1970-01-01 00:00:00.000000004;False;;Não informado;2024-07-22 13:21:08;Não informado
207;5;1970-01-01 00:00:00.000000207;RQ3Q7GKTMQ;Campanha Sit G6NX;Corrupti id nobis culpa quasi porro nobis.;Não informado;2;1970-01-01 00:00:00.000000002;False;;Não informado;2024-10-31 04:40:31;Não informado
208;5;1970-01-01 00:00:00.000000208;WEW9V08LIU;Campanha Porro QDN0;Omnis in nesciunt iste voluptatum saepe.;seasonal;2;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2024-09-28 22:26:01;Não informado
209;162;1970-01-01 00:00:00.000000209;N5G77LK6HQ;Campanha Consectetur IV92;Não informado;Não informado;1;1970-01-01 00:00:00.000000003;True;Não informado;Não informado;2024-11-03 10:45:44;Não informado
210;163;1970-01-01 00:00:00.000000210;Q8ABY595CP;Campanha Dignissimos JZE1;Possimus facilis eos dignissimos dolorem praesentium consequuntur consectetur illum alias repudiandae.;seasonal;1;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2024-07-16 15:04:14;Não informado
211;164;1970-01-01 00:00:00.000000211;KO31NZSXPE;Campanha Debitis FJ31;Placeat hic placeat aut alias sint.;migration;1;1970-01-01 00:00:00.000000003;True;Não informado;Não informado;2024-08-15 12:02:59;Não informado
212;165;1970-01-01 00:00:00.000000212;FIRJLYQZ11;Campanha Amet MYLQ;Nesciunt alias voluptas deserunt ab tempore voluptatem numquam sunt dicta libero corrupti.;consumption;2;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2024-12-10 03:02:26;Não informado
213;5;1970-01-01 00:00:00.000000213;FKHNNK8FWR;Campanha Nisi PK0Z;Alias culpa dolor animi odit veritatis eligendi.;loyalty;2;1970-01-01 00:00:00.000000004;False;;Não informado;2025-01-12 10:38:27;Não informado
214;5;1970-01-01 00:00:00.000000214;BHKVJZ09OW;Campanha Repellendus GMF4;Minima esse mollitia sit aliquam ipsum quod quis eum nisi.;consumption;2;1970-01-01 00:00:00.000000004;True;Não informado;Não informado;2024-08-14 16:51:43;Não informado
215;5;1970-01-01 00:00:00.000000215;5RRNYCIHFV;Campanha Maiores 0EHR;Neque eveniet corporis soluta tenetur iure.;winback;1;1970-01-01 00:00:00.000000002;True;Não informado;Não informado;2024-10-12 05:25:01;Não informado
216;166;1970-01-01 00:00:00.000000216;NBW8SJ84TC;Campanha Hic 2QSI;Não informado;seasonal;1;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2025-02-05 16:44:28;Não informado
217;167;1970-01-01 00:00:00.000000217;G9JJ0076EK;Campanha Eum HI1R;Fugiat error architecto adipisci molestiae odio quae quos quidem atque ipsum.;migration;1;1970-01-01 00:00:00.000000003;False;;Não informado;2024-11-28 10:52:51;Não informado
218;168;1970-01-01 00:00:00.000000218;HEDHTHRUU5;Campanha Tempore E51H;Aliquam tempore delectus nihil ducimus ut.;seasonal;2;1970-01-01 00:00:00.000000001;True;Não informado;Não informado;2024-10-20 23:01:40;Não informado
219;5;1970-01-01 00:00:00.000000219;VRGSS8K5IJ;Campanha Praesentium ULP9;Excepturi dolorem reprehenderit repellat libero cum explicabo.;loyalty;2;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2024-11-12 13:03:28;Não informado
220;5;1970-01-01 00:00:00.000000220;QFCPK7PWTG;Campanha Fugit 21HS;Nisi perferendis fuga provident repellendus atque similique voluptatem.;consumption;2;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2025-01-29 17:49:42;Não informado
221;169;1970-01-01 00:00:00.000000221;7HYLGOGFXL;Campanha Iste SRVP;Não informado;seasonal;2;1970-01-01 00:00:00.000000002;False;;Não informado;2025-03-05 16:53:48;Não informado
222;170;1970-01-01 00:00:00.000000222;74NL03LLU1;Campanha Iure A7BO;Quia hic similique libero rerum ipsa quia laborum repudiandae maxime.;seasonal;1;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2024-12-19 20:35:19;Não informado
223;171;1970-01-01 00:00:00.000000223;AZHZKNL2LU;Campanha Libero HHS4;Earum nemo non aspernatur vero et eaque assumenda.;migration;1;1970-01-01 00:00:00.000000002;False;;Não informado;2025-03-24 16:00:35;Não informado
224;172;1970-01-01 00:00:00.000000224;07V882O8ZI;Campanha Dicta 9VCC;Distinctio recusandae voluptas asperiores beatae ad alias impedit dolorum esse nemo.;consumption;2;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2024-08-27 01:48:08;Não informado
225;5;1970-01-01 00:00:00.000000225;DE0L1OFFKH;Campanha Sed DIU1;Eos velit reprehenderit natus qui perferendis laborum maxime asperiores eum.;consumption;2;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2024-11-21 22:12:49;Não informado
226;173;1970-01-01 00:00:00.000000226;5Z08N10HLI;Campanha Doloremque NH8J;Quidem molestiae libero atque illum placeat voluptate.;winback;1;1970-01-01 00:00:00.000000002;True;;Não informado;2024-04-09 07:51:04;Não informado
227;174;1970-01-01 00:00:00.000000227;P323C9NU98;Campanha Doloribus 5LTK;Doloremque sit inventore ab numquam amet delectus eos.;consumption;1;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2024-09-24 01:32:02;Não informado
228;5;1970-01-01 00:00:00.000000228;92T24D7V91;Campanha Vel 1PJQ;Vitae nostrum iure hic quam quas in autem iusto enim aliquid.;seasonal;1;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2024-10-04 07:38:23;Não informado
229;175;1970-01-01 00:00:00.000000229;XMSY3PAUA3;Campanha Dolores AIPJ;Ipsam excepturi velit soluta doloremque quae corporis.;loyalty;2;1970-01-01 00:00:00.000000004;True;;Não informado;2024-05-12 03:14:53;Não informado
230;176;1970-01-01 00:00:00.000000230;1UM55F1HGA;Campanha Debitis V42T;Provident quas voluptatibus nulla rerum unde natus rem expedita illo minus iste.;migration;2;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2025-01-01 14:42:37;Não informado
231;177;1970-01-01 00:00:00.000000231;HF9I71A57E;Campanha Nobis 8A54;Necessitatibus sunt deserunt officia in earum aperiam doloremque inventore quae optio.;loyalty;2;1970-01-01 00:00:00.000000001;True;;Não informado;2024-07-25 03:19:19;Não informado
232;178;1970-01-01 00:00:00.000000232;OHN3DG60E1;Campanha Dolor ERV0;Não informado;consumption;2;1970-01-01 00:00:00.000000002;False;;Não informado;2025-02-12 07:11:30;Não informado
233;179;1970-01-01 00:00:00.000000233;2MJEQA2O4M;Campanha Minus 84P4;Accusantium nostrum ex in perspiciatis quod cupiditate suscipit repellat nam numquam veritatis placeat.;consumption;1;1970-01-01 00:00:00.000000001;False;;Não informado;2024-05-18 10:59:33;Não informado
234;5;1970-01-01 00:00:00.000000234;5A806B4GAS;Campanha Porro FQBV;Rerum quae ea voluptate esse inventore.;loyalty;2;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2025-04-07 09:04:12;Não informado
235;180;1970-01-01 00:00:00.000000235;3PGSF3YN72;Campanha Aspernatur BHON;Repellat iusto dolorum tempora ut fugiat nobis beatae rerum amet.;consumption;2;1970-01-01 00:00:00.000000001;False;;Não informado;2025-04-07 14:37:43;Não informado
236;5;1970-01-01 00:00:00.000000236;BQ0FOT10GD;Campanha Id MIPC;Consectetur sint culpa quae maiores reiciendis unde cum numquam temporibus rem eius suscipit.;Não informado;2;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2024-07-08 19:21:07;Não informado
237;181;1970-01-01 00:00:00.000000237;EVWLQ6EXNW;Campanha Accusamus ZR04;Ab nemo sapiente dignissimos temporibus cupiditate cumque.;loyalty;1;1970-01-01 00:00:00.000000002;False;;Não informado;2025-03-20 05:15:31;Não informado
238;182;1970-01-01 00:00:00.000000238;2FX0ZKWIJ0;Campanha Quasi KZQV;Id vero soluta illo asperiores porro soluta sit soluta.;winback;2;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2024-10-03 16:16:03;Não informado
239;183;1970-01-01 00:00:00.000000239;NF0402W29A;Campanha Atque W4IO;Tenetur accusantium aspernatur explicabo vitae sunt dicta.;migration;2;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2024-12-20 03:15:30;Não informado
240;5;1970-01-01 00:00:00.000000240;W3UQHWTEK1;Campanha Ex 7M6J;Não informado;Não informado;2;1970-01-01 00:00:00.000000001;True;Não informado;Não informado;2024-08-28 07:59:43;Não informado
241;5;1970-01-01 00:00:00.000000241;1J2PATD93E;Campanha Iure ZEMQ;Voluptates dignissimos autem voluptates in laborum.;winback;1;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2025-03-21 04:55:41;Não informado
242;184;1970-01-01 00:00:00.000000242;H4HA0MVF4S;Campanha Beatae 2NI8;Fuga placeat cum totam ipsam officiis.;winback;1;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2025-03-02 04:06:31;Não informado
243;185;1970-01-01 00:00:00.000000243;YW4I7ZT8PH;Campanha Veritatis B8OO;Cumque id dolorem fugiat reprehenderit amet accusantium.;winback;2;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2024-05-03 10:15:14;Não informado
244;186;1970-01-01 00:00:00.000000244;E7AJUL7W8C;Campanha Nesciunt OF31;Explicabo ab sint nulla veniam quibusdam ipsum natus quaerat quia voluptatibus porro.;loyalty;2;1970-01-01 00:00:00.000000002;False;;Não informado;2024-12-22 12:42:48;Não informado
245;187;1970-01-01 00:00:00.000000245;OG4C8J6E07;Campanha Non FPY1;Não informado;migration;1;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2025-04-20 16:32:37;Não informado
246;5;1970-01-01 00:00:00.000000246;1VIP3TVF51;Campanha Officia Z58B;Não informado;consumption;1;1970-01-01 00:00:00.000000004;False;;Não informado;2024-09-23 08:52:42;Não informado
247;5;1970-01-01 00:00:00.000000247;GZ5RKSD085;Campanha Vero I4RZ;Cupiditate corporis natus id velit alias veritatis non illo itaque dolores sed.;Não informado;2;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2025-04-20 04:22:22;Não informado
248;188;1970-01-01 00:00:00.000000248;5K0JJSP49C;Campanha Inventore D3IR;Quisquam suscipit eum itaque numquam aliquid aperiam inventore cupiditate quia minus.;winback;2;1970-01-01 00:00:00.000000003;True;Não informado;Não informado;2024-11-07 13:44:52;Não informado
249;189;1970-01-01 00:00:00.000000249;U4NS7NVV28;Campanha Magnam UE1M;Ut qui perferendis architecto officiis consequuntur nostrum distinctio eligendi excepturi repellat esse iste.;seasonal;2;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2024-10-27 03:37:36;Não informado
250;190;1970-01-01 00:00:00.000000250;M24US73W1Y;Campanha Vel AUA8;Não informado;migration;2;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2024-11-05 17:32:14;Não informado
251;191;1970-01-01 00:00:00.000000251;4J3M9IQBQ9;Campanha Fugit J2H1;Harum nobis ex saepe nulla nisi amet.;winback;2;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2024-09-11 19:04:07;Não informado
252;192;1970-01-01 00:00:00.000000252;2GRDMT28LL;Campanha Dolores 6DOW;Não informado;seasonal;1;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2025-04-26 08:02:31;Não informado
253;193;1970-01-01 00:00:00.000000253;4RMPNFGAGL;Campanha Rerum SXKU;Não informado;loyalty;2;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2024-08-12 06:45:53;Não informado
254;194;1970-01-01 00:00:00.000000254;DV5OJZTO7D;Campanha Inventore 835K;Eaque ut eveniet possimus vitae odit.;winback;1;1970-01-01 00:00:00.000000003;True;Não informado;Não informado;2024-05-14 21:52:03;Não informado
255;195;1970-01-01 00:00:00.000000255;3IF9AIZH5P;Campanha Reiciendis 3FK8;Quam iusto amet magnam dolorem maxime unde et nesciunt animi expedita.;winback;2;1970-01-01 00:00:00.000000004;True;;Não informado;2024-11-20 02:07:05;Não informado
256;5;1970-01-01 00:00:00.000000256;TUO4UW590Z;Campanha Enim 92JN;Perspiciatis recusandae rem eaque facere repudiandae voluptas.;loyalty;2;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2025-03-31 18:15:34;Não informado
257;196;1970-01-01 00:00:00.000000257;L3Z2UD79ZT;Campanha Excepturi D3IM;Sit ipsa velit veniam eligendi quis velit est quia hic corporis.;seasonal;1;1970-01-01 00:00:00.000000004;True;;Não informado;2024-04-18 16:40:03;Não informado
258;197;1970-01-01 00:00:00.000000258;4QPVC9AQX6;Campanha Voluptatem RZCM;Não informado;seasonal;2;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2025-02-13 07:06:14;Não informado
259;198;1970-01-01 00:00:00.000000259;ZRZ79HQTYL;Campanha Blanditiis U58F;Culpa consequatur cumque aut sed pariatur tempora deleniti tempora vero.;winback;2;1970-01-01 00:00:00.000000001;True;Não informado;Não informado;2024-11-03 09:49:05;Não informado
260;199;1970-01-01 00:00:00.000000260;ZME9WT00IV;Campanha Esse 1GGX;Cupiditate doloribus eos tenetur amet distinctio neque cupiditate nisi nisi mollitia.;Não informado;1;1970-01-01 00:00:00.000000003;False;;Não informado;2024-10-01 12:25:50;Não informado
261;200;1970-01-01 00:00:00.000000261;8U8NOZEMDM;Campanha Suscipit Z5RG;Não informado;Não informado;1;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2024-04-03 09:07:27;Não informado
262;5;1970-01-01 00:00:00.000000262;M1SAV9CNG8;Campanha Consectetur TANA;Não informado;winback;2;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2024-07-07 04:01:34;Não informado
263;5;1970-01-01 00:00:00.000000263;WRT9DYFNGP;Campanha Molestias 41S3;Porro odio facilis laboriosam mollitia vero dolorum quo quasi nulla.;Não informado;1;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2024-06-22 17:25:02;Não informado
264;5;1970-01-01 00:00:00.000000264;3LKMGS6RV9;Campanha Consectetur 777T;Aperiam nihil voluptas maiores minus dolores illum inventore velit necessitatibus quaerat.;Não informado;2;1970-01-01 00:00:00.000000001;False;;Não informado;2024-10-07 13:17:56;Não informado
265;201;1970-01-01 00:00:00.000000265;CIF8R2BC9R;Campanha Cumque 4X1V;Culpa perspiciatis deserunt nesciunt fugiat vero vitae doloribus sed soluta.;winback;1;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2025-07-07 11:22:54;Não informado
266;202;1970-01-01 00:00:00.000000266;UTOTHLQH7P;Campanha Eaque PCAD;Asperiores dolorum libero quod aliquam atque hic.;winback;2;1970-01-01 00:00:00.000000004;False;;Não informado;2025-05-18 13:44:24;Não informado
267;5;1970-01-01 00:00:00.000000267;911ZSB8LV6;Campanha Debitis TX0T;Temporibus maiores dolor quisquam quod aperiam consectetur est perspiciatis.;migration;2;1970-01-01 00:00:00.000000004;False;;Não informado;2025-01-18 13:46:14;Não informado
268;5;1970-01-01 00:00:00.000000268;8B350SGNZ6;Campanha Sunt D86Z;Não informado;migration;1;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2024-09-20 21:06:48;Não informado
269;203;1970-01-01 00:00:00.000000269;XA7HY7AI33;Campanha Numquam 993N;Não informado;Não informado;1;1970-01-01 00:00:00.000000002;False;;Não informado;2025-01-18 01:31:35;Não informado
270;204;1970-01-01 00:00:00.000000270;WJ7YZ6L7X6;Campanha Facere OA3N;Reprehenderit sunt optio ea autem ipsum facilis quasi qui quo provident.;loyalty;2;1970-01-01 00:00:00.000000003;False;;Não informado;2024-07-10 19:03:11;Não informado
271;205;1970-01-01 00:00:00.000000271;WOZQXIWE6R;Campanha Hic GL7J;Illo provident ut esse nam repudiandae harum.;seasonal;2;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2024-09-05 20:12:43;Não informado
272;206;1970-01-01 00:00:00.000000272;KUDE358TRE;Campanha Natus 9QDI;Quibusdam veniam rem rerum in sapiente provident esse harum accusantium nobis.;Não informado;1;1970-01-01 00:00:00.000000001;False;;Não informado;2024-12-31 00:54:17;Não informado
273;207;1970-01-01 00:00:00.000000273;IWPFVB71GH;Campanha Tenetur LU8M;Debitis in dolorem reprehenderit molestias perspiciatis magnam beatae voluptas voluptate sapiente minima soluta.;consumption;1;1970-01-01 00:00:00.000000003;True;;Não informado;2024-12-06 21:59:58;Não informado
274;208;1970-01-01 00:00:00.000000274;6CN8SIWMZA;Campanha Ipsum P4VK;Não informado;loyalty;1;1970-01-01 00:00:00.000000003;False;;Não informado;2024-10-19 05:04:51;Não informado
275;209;1970-01-01 00:00:00.000000275;YOTWG7NFDI;Campanha Aperiam NU31;Aut voluptate doloremque sit saepe in.;migration;1;1970-01-01 00:00:00.000000001;False;;Não informado;2024-03-30 19:12:11;Não informado
276;5;1970-01-01 00:00:00.000000276;CX67XKWQ0Y;Campanha Et WM9Q;Veniam hic corrupti excepturi libero rem ad harum dicta.;loyalty;2;1970-01-01 00:00:00.000000003;True;Não informado;Não informado;2025-05-23 16:05:33;Não informado
277;210;1970-01-01 00:00:00.000000277;K08NJF0PKB;Campanha Facere O549;Aliquam culpa sapiente omnis enim cumque accusantium expedita magni illum.;loyalty;2;1970-01-01 00:00:00.000000002;False;;Não informado;2024-06-19 16:56:13;Não informado
278;211;1970-01-01 00:00:00.000000278;5QQ8QMXETI;Campanha Quod ZU80;Earum voluptatum doloribus numquam vitae fuga nihil aliquid.;winback;2;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2025-01-18 08:51:27;Não informado
279;212;1970-01-01 00:00:00.000000279;NLOQTQ685O;Campanha Culpa HM6X;Não informado;winback;2;1970-01-01 00:00:00.000000002;False;;Não informado;2025-03-08 16:14:39;Não informado
280;213;1970-01-01 00:00:00.000000280;YNYJ0UFO2H;Campanha Aliquam OQ5E;Alias distinctio id dignissimos error harum reiciendis deleniti culpa pariatur.;Não informado;2;1970-01-01 00:00:00.000000001;False;;Não informado;2024-07-13 19:28:28;Não informado
281;214;1970-01-01 00:00:00.000000281;2DA5B4L6HF;Campanha Consequuntur H4N6;Eos nobis ratione explicabo eveniet iure in fugit quibusdam soluta laudantium ullam.;winback;2;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2024-11-18 09:08:26;Não informado
282;5;1970-01-01 00:00:00.000000282;KDU6FOTWFT;Campanha Accusantium Q9Y6;Nihil maxime tempore autem repellendus enim ipsum optio sed animi minima.;migration;1;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2024-08-19 06:46:22;Não informado
283;5;1970-01-01 00:00:00.000000283;ENNGAY37VG;Campanha Deserunt 688U;Impedit quos consequatur ab occaecati quod voluptatum dignissimos laudantium ratione natus totam ex.;consumption;1;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2024-03-09 11:20:47;Não informado
284;215;1970-01-01 00:00:00.000000284;EKOF92Y8LZ;Campanha Repellendus 8CV2;Eligendi libero dolore reiciendis atque quis est nemo illo.;migration;2;1970-01-01 00:00:00.000000002;False;;Não informado;2024-05-07 12:41:59;Não informado
285;216;1970-01-01 00:00:00.000000285;GKS6R6BILQ;Campanha Et PB01;Não informado;Não informado;1;1970-01-01 00:00:00.000000003;True;;Não informado;2024-10-08 14:39:29;Não informado
286;217;1970-01-01 00:00:00.000000286;E9W0AN6NBY;Campanha Quis ZM24;Blanditiis reiciendis corrupti hic nulla impedit perspiciatis sed quas reiciendis velit quibusdam reprehenderit.;Não informado;2;1970-01-01 00:00:00.000000003;True;;Não informado;2024-08-28 20:50:44;Não informado
287;218;1970-01-01 00:00:00.000000287;ZTRJ67DXLS;Campanha Nesciunt E33D;Nihil odio voluptatum beatae ut temporibus modi eligendi officiis repellendus incidunt ut.;migration;1;1970-01-01 00:00:00.000000003;False;;Não informado;2024-08-27 04:05:52;Não informado
288;219;1970-01-01 00:00:00.000000288;UIDC00M6CU;Campanha Placeat 88WL;Não informado;seasonal;1;1970-01-01 00:00:00.000000001;False;;Não informado;2024-04-24 00:03:43;Não informado
289;220;1970-01-01 00:00:00.000000289;H0CD8A2IBC;Campanha Distinctio LTRH;Explicabo eveniet accusamus eveniet delectus dolore molestias doloremque animi non mollitia dolorem aliquid.;Não informado;1;1970-01-01 00:00:00.000000004;False;;Não informado;2024-04-13 14:06:27;Não informado
290;5;1970-01-01 00:00:00.000000290;PSC9J5UGE1;Campanha Fuga G41I;Explicabo ad ipsum sunt laboriosam distinctio aut deserunt.;Não informado;2;1970-01-01 00:00:00.000000004;False;;Não informado;2024-06-02 15:32:41;Não informado
291;5;1970-01-01 00:00:00.000000291;HJMIA6YKFC;Campanha Ab R6C1;Não informado;Não informado;1;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2024-12-19 12:57:37;Não informado
292;221;1970-01-01 00:00:00.000000292;L16ZV8U0LM;Campanha Voluptate 3NKR;Ex optio ipsam tempora aliquid quidem occaecati repudiandae earum accusamus.;winback;1;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2024-03-01 10:26:12;Não informado
293;222;1970-01-01 00:00:00.000000293;BMQQ749Q6Q;Campanha Id F1PA;Quae voluptates porro sequi molestiae nihil tenetur nam asperiores.;loyalty;2;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2024-11-21 19:58:14;Não informado
294;223;1970-01-01 00:00:00.000000294;OA2XGVGDOF;Campanha Mollitia MAOK;Eum quia sapiente delectus fugit repellat illo molestiae ducimus recusandae ducimus.;winback;2;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2024-11-28 07:03:53;Não informado
295;224;1970-01-01 00:00:00.000000295;VRP4RXMD8Z;Campanha Veniam VFSR;Doloribus sint deserunt explicabo voluptatum voluptatibus iusto ea est officiis.;loyalty;2;1970-01-01 00:00:00.000000004;True;Não informado;Não informado;2024-11-29 13:01:27;Não informado
296;5;1970-01-01 00:00:00.000000296;WMLWWVTMNY;Campanha Itaque EURA;Atque a nostrum molestias ut corrupti quibusdam repellat beatae.;consumption;2;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2024-06-21 19:27:55;Não informado
297;5;1970-01-01 00:00:00.000000297;Y66W6RKM2Z;Campanha Id 682U;Não informado;loyalty;1;1970-01-01 00:00:00.000000002;False;;Não informado;2024-09-16 02:52:11;Não informado
298;225;1970-01-01 00:00:00.000000298;QASD1WCRV6;Campanha Velit 8JQ1;Culpa suscipit aut incidunt perferendis doloremque animi harum eveniet aliquid veniam neque.;consumption;1;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2025-05-03 12:34:05;Não informado
299;226;1970-01-01 00:00:00.000000299;IWL3RFJL9V;Campanha Quae T3X8;Não informado;winback;1;1970-01-01 00:00:00.000000003;False;;Não informado;2024-10-02 16:42:59;Não informado
300;227;1970-01-01 00:00:00.000000300;0H2K2P3AJF;Campanha Perferendis AX1C;Laborum dolore eligendi quos ducimus facilis animi.;Não informado;1;1970-01-01 00:00:00.000000004;True;Não informado;Não informado;2024-11-22 14:34:03;Não informado
301;228;1970-01-01 00:00:00.000000301;TV1DJJZQFE;Campanha Vero 8E5T;Dolores ipsam quis sequi in quidem aspernatur officia omnis inventore consectetur ipsam.;consumption;1;1970-01-01 00:00:00.000000003;True;;Não informado;2025-03-24 20:18:54;Não informado
302;229;1970-01-01 00:00:00.000000302;TWXOL4BKUU;Campanha Illum 5CZE;Necessitatibus quisquam laboriosam dolores nihil repellendus quas.;migration;1;1970-01-01 00:00:00.000000002;True;Não informado;Não informado;2025-04-27 14:09:25;Não informado
303;5;1970-01-01 00:00:00.000000303;S7I19MO1RT;Campanha Veritatis SXOF;Aliquid hic esse delectus dolorem libero at labore optio voluptatibus reiciendis.;migration;1;1970-01-01 00:00:00.000000004;False;;Não informado;2024-05-01 15:19:57;Não informado
304;230;1970-01-01 00:00:00.000000304;15ICYAXZRB;Campanha Voluptatem 188E;Tempora atque ad architecto itaque ab ipsum assumenda at.;consumption;2;1970-01-01 00:00:00.000000004;True;Não informado;Não informado;2024-05-11 13:08:58;Não informado
305;5;1970-01-01 00:00:00.000000305;A1RYZTBVHU;Campanha Nam AZUN;Não informado;loyalty;2;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2025-05-21 08:41:06;Não informado
306;231;1970-01-01 00:00:00.000000306;AWWJNN41JH;Campanha Quae 6OXQ;Accusamus pariatur velit rerum dolor assumenda quis similique natus.;Não informado;2;1970-01-01 00:00:00.000000002;False;;Não informado;2024-12-09 21:43:33;Não informado
307;232;1970-01-01 00:00:00.000000307;B205HU03Y5;Campanha Aperiam 3MBW;Dolor eligendi temporibus vel labore quam consequuntur sunt quia soluta mollitia.;winback;2;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2024-05-19 13:21:29;Não informado
308;5;1970-01-01 00:00:00.000000308;LHGMRZZQO1;Campanha A 7RV2;Não informado;seasonal;1;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2024-08-09 06:23:24;Não informado
309;233;1970-01-01 00:00:00.000000309;54W487KNUF;Campanha Vero BHGP;Não informado;consumption;1;1970-01-01 00:00:00.000000003;False;;Não informado;2024-10-31 03:35:10;Não informado
310;5;1970-01-01 00:00:00.000000310;KBEFQ796EW;Campanha Quaerat 8257;Cum occaecati ut corporis praesentium fugiat rem facere beatae dolor sint.;loyalty;1;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2024-07-02 21:51:35;Não informado
311;234;1970-01-01 00:00:00.000000311;Q5ZJAUCYHO;Campanha Delectus NBPQ;Voluptatem consequatur doloribus ipsam occaecati accusantium minus modi.;loyalty;1;1970-01-01 00:00:00.000000001;True;Não informado;Não informado;2024-06-13 05:03:52;Não informado
